time,weather_code (wmo code),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),rain_sum (mm),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C)
15-02-2022,0,25.1,341,0,0,21.01,24.4,26,22.3
16-02-2022,0,21.6,337,0,0,21.07,24.6,25.6,23.6
17-02-2022,3,18.6,323,0,0,20.96,25.4,26.4,23.8
18-02-2022,1,19.2,295,0,0,21.36,26.3,28,25
19-02-2022,2,23.9,338,0,0,21.32,26.5,28.3,24.9
20-02-2022,3,24.4,340,0,0,22.02,25.8,27.3,24.1
21-02-2022,0,28.6,339,0,0,22.28,25.2,26.9,23.6
22-02-2022,0,30.8,340,0,0,22.14,25.7,27.5,24.4
23-02-2022,2,25.7,335,0,0,21.98,27,29.5,24.6
24-02-2022,3,23.7,332,0,0,22.07,27.3,28.5,25.9
25-02-2022,2,30.2,332,0,0,22.15,26.6,29.1,25.2
26-02-2022,3,28.8,340,0,0,22.17,26.3,27.9,24.8
27-02-2022,2,29.5,338,0,0,22.38,26.3,27.8,24.6
28-02-2022,0,29.1,340,0,0,22.59,26.6,28.4,24.4
01-03-2022,0,25.3,340,0,0,22.54,27.1,28.6,24.8
02-03-2022,0,25.1,337,0,0,22.32,27.9,29.4,25.3
03-03-2022,1,34.5,343,0,0,22.75,27,29.9,25.3
04-03-2022,0,32.4,344,0,0,22.71,26.5,29.1,24.5
05-03-2022,2,25.5,332,0,0,22.55,27.9,29.4,25.6
06-03-2022,3,26.6,327,0,0,22.33,28.5,30.1,26.7
07-03-2022,3,28,329,0,0,21.93,28.9,31.2,27.2
08-03-2022,3,22.8,353,0,0,21.69,29.7,34.6,27
09-03-2022,2,27.8,349,0,0,21.23,29.4,31,28
10-03-2022,1,26,338,0,0,22.21,29.9,31.8,27.8
11-03-2022,0,24.8,341,0,0,23.08,29.9,32.5,28.3
12-03-2022,1,21.9,317,0,0,21.92,30.7,33.4,27.8
13-03-2022,0,35.9,351,0,0,23.53,29.5,32,27.9
14-03-2022,2,30.4,342,0,0,23.91,29.5,31.4,27.9
15-03-2022,2,31.2,342,0,0,23.82,30.1,31.9,27.5
16-03-2022,1,34,337,0,0,23.92,30.4,33,28.5
17-03-2022,0,31.7,322,0,0,23.25,30.7,32.1,29.4
18-03-2022,3,35.6,331,0,0,23.68,31,32.5,28.7
19-03-2022,3,22,221,0,0,21.77,31.5,32.9,30.5
20-03-2022,3,39.2,287,0,0,20.63,30.7,31.6,27.2
21-03-2022,3,36.1,330,0,0,17.32,30,31.2,28.4
22-03-2022,3,36.7,337,0,0,20.23,30.2,31.6,28.8
23-03-2022,3,40.1,341,0,0,22.12,29.7,33,27.1
24-03-2022,3,15.3,262,0,0,18.69,31.5,34,29.4
25-03-2022,3,26.7,287,0,0,23.99,31.8,32.9,29.7
26-03-2022,3,27.7,294,0,0,24.01,31.9,32.7,30.1
27-03-2022,3,27.2,297,0,0,23.28,31.5,33.5,29.9
28-03-2022,1,26.4,312,0,0,23.25,32.1,33.1,30.5
29-03-2022,2,26.6,320,0,0,24.69,31.8,32.7,30.7
30-03-2022,0,26,330,0,0,25.02,31.6,32.9,29.2
31-03-2022,0,19.5,322,0,0,25.39,31,32.8,29.3
01-04-2022,1,25.7,298,0,0,25.53,30.8,32.9,28.3
02-04-2022,3,25,280,0,0,24.62,31.5,32.4,30
03-04-2022,2,26.1,285,0,0,24.47,31.7,32.9,30.2
04-04-2022,2,27.7,267,0,0,24.53,32.6,33.6,31.9
05-04-2022,3,27.1,269,0,0,24.3,33.1,34.1,31.6
06-04-2022,3,24.6,267,0,0,24.39,32.8,34,31.5
07-04-2022,3,27,275,0,0,24.47,33.2,34.4,31
08-04-2022,3,28.1,217,0,0,24.89,32.9,35,31.5
09-04-2022,3,24.3,218,0,0,24.64,33.3,34.5,31.9
10-04-2022,3,25.9,257,0,0,24.74,32.8,34,30.5
11-04-2022,3,30.8,293,0,0,24.45,32.8,34.2,30.7
12-04-2022,3,31.2,322,0,0,24.69,32.7,34.2,31.1
13-04-2022,3,31.5,323,0,0,25.1,33,35,31.6
14-04-2022,3,24.4,261,0,0,25.02,33.2,34,32.4
15-04-2022,2,24.9,272,0,0,25.36,32.6,33.9,30.9
16-04-2022,2,26.1,266,0,0,25.96,32,33.3,30.7
17-04-2022,2,24.7,262,0,0,25.68,32.2,33.5,30.8
18-04-2022,3,30.8,291,0,0,25.35,32.2,33.8,29.9
19-04-2022,3,31.6,312,0,0,24.61,32.5,33.8,30
20-04-2022,3,35,330,0,0,20.08,32.8,33.7,31.3
21-04-2022,3,31.1,335,0,0,24.06,33.5,35.8,31.2
22-04-2022,1,28.9,319,0,0,25.3,34.6,37.2,33.2
23-04-2022,2,23.2,258,0,0,25.22,35.5,36.4,34.2
24-04-2022,3,25.8,261,0,0,24.38,34.3,36.3,32.9
25-04-2022,0,27.5,321,0,0,25.62,34.1,35.3,32.7
26-04-2022,1,29.2,302,0,0,25.56,33.5,35.1,31.6
27-04-2022,3,31.8,331,0,0,25.47,34,35.2,33
28-04-2022,0,22.7,231,0,0,25.69,34.9,36.7,33.6
29-04-2022,0,26,286,0,0,25.46,34.5,36.4,33.1
30-04-2022,0,23.6,229,0,0,25.89,34,35,33.1
01-05-2022,0,21.2,244,0,0,25.78,34.5,35.6,33.7
02-05-2022,2,24.1,249,0,0,25.69,34.5,35.4,33.5
03-05-2022,1,22.4,284,0,0,25.18,34.4,35.8,33.3
04-05-2022,1,28.7,295,0,0,25.93,33.4,34.7,31.7
05-05-2022,2,31.9,322,0,0,25.94,32.8,35,31.7
06-05-2022,51,29.1,320,0.1,0.1,25.43,33.1,34.6,31.7
07-05-2022,2,32.8,308,0,0,25.33,34.2,35.7,31.9
08-05-2022,3,38.1,314,0,0,25.43,34.1,35.4,31.5
09-05-2022,3,32.1,299,0,0,21.5,33.6,35,32
10-05-2022,3,31,300,0,0,23.49,33.7,34.5,32
11-05-2022,3,26.4,261,0,0,20.46,33.6,35.1,32.6
12-05-2022,3,22.1,261,0,0,11.72,33.2,34.1,32.5
13-05-2022,3,22.3,240,0,0,15.81,33.2,33.7,32.7
14-05-2022,51,19.7,248,0.2,0.2,25.3,33.5,34.9,32.7
15-05-2022,1,23,280,0,0,24.52,33.6,34.9,32.7
16-05-2022,3,29.7,297,0,0,25.61,33.3,34.7,32
17-05-2022,3,21.7,279,0,0,25.08,33.8,35.4,32.7
18-05-2022,3,26.6,292,0,0,25.53,33.2,35,32.1
19-05-2022,3,27,277,0,0,25.42,33,34,31.8
20-05-2022,51,22.7,243,0.1,0.1,23.8,32.3,33.5,31.6
21-05-2022,3,30.6,240,0,0,22.41,32.3,33.3,31.2
22-05-2022,51,31.1,247,0.1,0.1,22.37,32.3,33.4,31.3
23-05-2022,51,27.4,247,0.3,0.3,22.42,32.9,34.5,32.1
24-05-2022,51,24.1,261,0.1,0.1,23.05,33,33.9,32.5
25-05-2022,1,21.8,282,0,0,25.31,33.1,34.5,32.1
26-05-2022,51,22.1,268,0.1,0.1,24.33,32.7,34,31.6
27-05-2022,51,23.7,254,0.1,0.1,22.53,32.6,33.9,31.6
28-05-2022,3,24.2,252,0,0,22.31,32.5,33.6,31.7
29-05-2022,2,23.4,263,0,0,23.02,32.8,33.6,31.8
30-05-2022,3,21.7,271,0,0,21.47,32.6,34,31.8
31-05-2022,3,24.9,285,0,0,23.28,32.7,34.3,31.8
01-06-2022,3,26.3,282,0,0,24.71,32.7,34.8,31.5
02-06-2022,3,25.5,282,0,0,22.78,32.8,34.3,31.7
03-06-2022,3,24.2,285,0,0,25.04,32.5,33.5,31.8
04-06-2022,3,24.4,292,0,0,24.52,33.3,34.6,32.3
05-06-2022,3,23.7,273,0,0,25.08,33.7,34.7,32.3
06-06-2022,3,23.2,259,0,0,23.25,33.4,34.3,32.1
07-06-2022,51,27.4,233,0.3,0.3,20.96,33.2,34.7,31.4
08-06-2022,61,20.7,244,2.1,2.1,22.81,33.6,34.8,32.1
09-06-2022,63,20.4,223,9,9,19.04,32.4,33.5,31.1
10-06-2022,61,26.8,198,11.9,11.9,19.47,31.4,33,29.4
11-06-2022,63,30.6,200,35.3,35.3,15.3,30.2,30.9,29.3
12-06-2022,63,34,186,20.9,20.9,9.79,29.4,30.5,28.7
13-06-2022,61,33.9,189,7.2,7.2,21.75,30.3,31.8,28.5
14-06-2022,51,29.5,203,1.2,1.2,22.92,31.5,32.8,29.2
15-06-2022,55,27.7,223,4.8,4.8,21.34,31.7,32.8,30.1
16-06-2022,55,28.1,204,3.1,3.1,20.72,31.6,32.9,30.3
17-06-2022,51,26,208,1.7,1.7,19.94,31.9,33,30.1
18-06-2022,61,30,206,7.3,7.3,21.62,31.3,32.4,29.3
19-06-2022,63,30.3,212,30.9,30.9,17.39,30,31.1,29.1
20-06-2022,63,27,229,62.9,62.9,4.54,30,30.9,29.2
21-06-2022,63,30.3,202,32.8,32.8,11.05,29.2,30.5,27.2
22-06-2022,63,28.7,174,39.7,39.7,16.42,30.2,31.5,28.5
23-06-2022,63,19.8,163,16.5,16.5,16.23,30.9,32.5,29.3
24-06-2022,63,34.7,160,11.1,11.1,15.52,29.8,31.7,28.3
25-06-2022,63,33,146,8.5,8.5,14.72,29.3,31.3,28
26-06-2022,63,41.4,178,27.8,27.8,8.01,28.9,30.5,27.5
27-06-2022,65,31.6,211,43.8,43.8,13.27,29.3,30,28.4
28-06-2022,63,28.4,204,14,14,15.07,29.8,31.2,28.4
29-06-2022,63,28.1,220,23.7,23.7,16.14,30.1,31.1,28.8
30-06-2022,65,28.3,223,49.3,49.3,12.91,29.7,31.2,28.1
01-07-2022,63,30.3,224,51,51,6.06,29.3,30.5,28.2
02-07-2022,61,28.8,232,21.8,21.8,13.05,29.7,31.6,28.2
03-07-2022,65,31.6,219,29.5,29.5,16.5,29.5,31.5,27.9
04-07-2022,63,35,232,33.9,33.9,8.52,29,31,27.4
05-07-2022,63,33.9,241,48.5,48.5,5.12,28.9,30,27.5
06-07-2022,63,34.3,226,42.5,42.5,6.44,28.6,29.4,27.8
07-07-2022,63,37.1,251,38.1,38.1,5.05,29.1,30.3,28.2
08-07-2022,61,40.2,263,16,16,11.09,28.7,29.8,27.3
09-07-2022,63,43.5,265,45.8,45.8,5.14,28.2,30.3,25.2
10-07-2022,63,35,266,41.7,41.7,5.97,28.2,29.9,26
11-07-2022,63,37.7,266,85.4,85.4,4.11,27.1,28.4,25.9
12-07-2022,63,37.6,270,61.5,61.5,4.54,27.4,29.3,26
13-07-2022,65,46.3,258,75.8,75.8,3.36,26.8,28.6,25.6
14-07-2022,63,49,236,53.2,53.2,3.93,26.7,28,25.7
15-07-2022,63,47.8,230,25.9,25.9,11.35,27.1,28.3,25.8
16-07-2022,63,47,231,33.2,33.2,15.43,27.5,29,26
17-07-2022,61,32.2,238,11.4,11.4,18.82,29.3,30.6,27.2
18-07-2022,65,30.8,241,54,54,4.96,28.5,30.1,27.3
19-07-2022,63,25.7,247,22.3,22.3,8.98,29,30,27.6
20-07-2022,61,23.5,246,7.5,7.5,14.09,29.6,30.4,28.6
21-07-2022,55,23.2,252,5.4,5.4,17.17,29.9,31.3,28.6
22-07-2022,53,26.5,266,4,4,21.05,30.3,31.9,28.5
23-07-2022,63,28.2,257,33.8,33.8,11.53,28.8,29.8,27.6
24-07-2022,63,27.3,239,26.9,26.9,9.94,28.8,30,27.3
25-07-2022,61,26.1,227,7.3,7.3,15.51,29.9,30.8,28.1
26-07-2022,53,21,233,4.2,4.2,14.26,30.4,31.5,28.9
27-07-2022,53,13.9,257,2.6,2.6,16.14,31.5,32.4,30.7
28-07-2022,51,20.9,318,0.5,0.5,20.76,31.9,32.9,30.9
29-07-2022,53,23.5,328,1.2,1.2,18.51,31.8,32.8,30.6
30-07-2022,51,20.2,308,0.5,0.5,22.22,31.9,33.1,31.3
31-07-2022,51,21.3,291,0.9,0.9,23.28,31.8,32.7,31.2
01-08-2022,53,21.5,290,3,3,21.68,31.2,33.1,29.7
02-08-2022,61,20.8,299,4.7,4.7,21.68,31.6,33.6,29.9
03-08-2022,63,18.3,286,7.2,7.2,20,31.6,32.4,29.6
04-08-2022,63,16.9,248,17.5,17.5,16.11,31.9,33,30.8
05-08-2022,63,21.8,221,37.6,37.6,8.4,30.7,32.1,29.1
06-08-2022,63,23.8,227,20.1,20.1,14.88,30.5,31.4,29.7
07-08-2022,63,25.3,243,52.5,52.5,11.91,30.3,31.4,29.3
08-08-2022,65,52.5,246,163.7,163.7,2.37,28.8,31.7,25.8
09-08-2022,63,50.6,235,65.7,65.7,5.06,26.5,27.3,25.4
10-08-2022,63,50.6,231,22.4,22.4,8.96,26.4,27.2,25.3
11-08-2022,63,57.3,228,33.1,33.1,15.17,25.9,27.2,24.3
12-08-2022,63,52.6,226,21.3,21.3,14.93,26.5,27.4,25.2
13-08-2022,55,41.1,231,10,10,20.3,27.7,29,26.1
14-08-2022,63,40.7,240,25.8,25.8,20.71,27.8,29.1,27
15-08-2022,65,37,241,69.9,69.9,6.69,27.5,28.9,26.5
16-08-2022,65,45.9,228,69.3,69.3,5.79,26.5,27.6,25.5
17-08-2022,63,41,225,21.5,21.5,16.57,27.2,28.5,26.3
18-08-2022,61,36,233,6.6,6.6,17.74,28.4,29.4,26.8
19-08-2022,63,32.2,239,18.6,18.6,15.67,28.4,29.4,27.5
20-08-2022,63,29.7,255,6.1,6.1,18.97,29.1,29.8,27.9
21-08-2022,53,32.7,260,4.9,4.9,18.95,28.9,30.1,27.4
22-08-2022,55,34.6,262,10.5,10.5,11.58,28.2,29.3,27.2
23-08-2022,61,33.8,246,10,10,17.02,28.1,29.1,27.1
24-08-2022,61,31.2,243,13.4,13.4,17.82,28.6,29.7,27.1
25-08-2022,53,20.5,234,5,5,16.36,29.4,30.6,28.3
26-08-2022,51,18.8,254,1.4,1.4,21.76,30.2,31.2,28.8
27-08-2022,51,20,279,1,1,22.8,30.3,31.9,29.6
28-08-2022,53,21.9,302,1.4,1.4,22.02,30.5,31.5,29.3
29-08-2022,51,22,325,1,1,22.9,31,32.6,29.9
30-08-2022,51,24.4,338,0.7,0.7,20.71,31.5,32.4,30.4
31-08-2022,65,25.1,334,16.1,16.1,19.21,31.7,33.4,29.7
01-09-2022,53,20.7,0,2.2,2.2,16.24,32.1,33,30.8
02-09-2022,53,20.2,304,1.6,1.6,22.85,32.6,34.6,29.8
03-09-2022,53,16.8,217,2,2,20.86,32.8,34.3,31.6
04-09-2022,61,19.9,290,8.7,8.7,12.2,31.6,32.7,30.7
05-09-2022,63,20.4,300,6.2,6.2,17.13,31.4,32.4,29
06-09-2022,53,17.8,333,2.4,2.4,18.46,32,32.9,31
07-09-2022,63,21.4,354,20.3,20.3,19.87,31.6,33.7,29.8
08-09-2022,65,18.6,10,57.6,57.6,11.98,31.6,32.9,29.6
09-09-2022,63,22.9,173,20.5,20.5,19.16,31.8,34,30.2
10-09-2022,61,13.5,154,6,6,17.19,31.9,34.2,30.9
11-09-2022,63,20.7,352,32.9,32.9,14.64,31.6,33.1,30.3
12-09-2022,63,27.7,244,34.8,34.8,14.05,30.8,32.6,28.9
13-09-2022,65,37.2,249,108.9,108.9,5.07,28.9,30.9,27.6
14-09-2022,65,40.5,226,82.9,82.9,12.73,27.9,28.7,26.9
15-09-2022,65,42.8,240,91.8,91.8,13.31,27.6,28.3,26.8
16-09-2022,63,35.1,242,46.7,46.7,6.44,28.3,29.6,27.2
17-09-2022,65,27.5,221,40,40,16.19,28.4,29.5,27.5
18-09-2022,65,22.2,252,85.7,85.7,8.87,29.3,30.6,28
19-09-2022,63,22.6,265,10.7,10.7,11.62,29.7,30.8,27.8
20-09-2022,53,18,288,5.5,5.5,9.39,29.7,30.8,28.6
21-09-2022,63,18.5,269,23.5,23.5,10.48,29.6,30.6,28.7
22-09-2022,61,20.6,237,12.3,12.3,6.18,29.3,30.8,27.9
23-09-2022,53,21.9,214,3.3,3.3,19.22,29.2,30,27.8
24-09-2022,61,23.8,217,5.5,5.5,17.5,29,30.7,27.3
25-09-2022,61,14.8,251,6,6,19.92,30.1,31.5,27.4
26-09-2022,51,18.4,293,0.2,0.2,21.33,30.5,31.4,29
27-09-2022,51,17.1,319,1.3,1.3,19.32,31,32,30.2
28-09-2022,51,20.2,300,0.8,0.8,20.66,31,32,29.6
29-09-2022,63,20.6,335,8.6,8.6,17.69,30.8,32.2,28
30-09-2022,61,20.7,336,7.6,7.6,19.46,31.3,32.9,28.9
01-10-2022,55,21.4,319,3.6,3.6,17.65,30.6,31.8,27.2
02-10-2022,53,18.6,326,1.1,1.1,21.19,31.4,32.8,30.1
03-10-2022,53,24.1,336,1.8,1.8,21.29,30.8,32.1,29.5
04-10-2022,53,25.5,342,1.4,1.4,20.57,31.3,32.4,30.4
05-10-2022,53,28.5,347,3.8,3.8,18.42,32.4,33.5,31.1
06-10-2022,63,30.6,319,13,13,18.02,31.1,33.1,29.1
07-10-2022,63,34.8,282,30.5,30.5,12.28,29.5,32,27.6
08-10-2022,63,30.7,227,13.8,13.8,7.11,29.9,31.9,28
09-10-2022,3,16.2,229,0,0,19.64,31.9,33,30.5
10-10-2022,51,16.3,3,0.2,0.2,19.14,32.4,34.3,31.1
11-10-2022,63,16.1,39,15.3,15.3,18.15,31.8,34.2,29.1
12-10-2022,63,14.1,56,7.8,7.8,14.97,31.3,32,29.7
13-10-2022,53,13.5,46,1.4,1.4,17.7,32.6,34.3,31.5
14-10-2022,63,19.6,71,13.6,13.6,17.48,31.6,34,29.1
15-10-2022,2,21.2,9,0,0,20.27,32.2,34.2,29.9
16-10-2022,51,25.6,43,0.2,0.2,20.47,31.1,33.6,28.4
17-10-2022,51,23.2,108,1,1,17.74,32,33.9,30.1
18-10-2022,63,27.4,183,18.2,18.2,10.66,30.4,32.6,27.2
19-10-2022,53,15.5,61,1,1,17.54,31.7,32.6,30.2
20-10-2022,53,14.8,11,0.6,0.6,18.8,32.2,33.3,30.7
21-10-2022,63,24.5,87,6.7,6.7,18.65,31.5,35.3,28
22-10-2022,2,22.7,37,0,0,19.13,32.1,34.5,29.3
23-10-2022,0,29.2,19,0,0,20.93,30.1,32.7,28
24-10-2022,0,26.8,355,0,0,20.94,30,32.2,28.4
25-10-2022,0,20.1,357,0,0,20.75,30.4,32,28.1
26-10-2022,0,24.3,11,0,0,20.68,29.6,32,27.2
27-10-2022,2,21.9,11,0,0,20.47,29.6,32,27
28-10-2022,0,29.2,45,0,0,20.48,29.2,32.5,25.3
29-10-2022,0,24.9,55,0,0,20.51,29.2,34.8,25.6
30-10-2022,0,28.9,25,0,0,20.5,29.2,33.5,25.8
31-10-2022,0,24.9,26,0,0,20.22,29,32.3,25.7
01-11-2022,0,26.3,33,0,0,20.26,28.4,32.3,25.2
02-11-2022,1,24.8,12,0,0,19.58,28.7,31.9,24.9
03-11-2022,0,24.9,28,0,0,20.17,29.3,33.8,25.1
04-11-2022,0,25.1,14,0,0,20.01,29.3,33.4,26.4
05-11-2022,0,22.4,12,0,0,19.73,29.4,33.1,26.4
06-11-2022,2,19.3,1,0,0,19.44,29.3,32.6,26.9
07-11-2022,3,20.7,9,0,0,19.02,28.9,31.6,25.7
08-11-2022,0,23.8,1,0,0,19.14,29.3,31.7,26.9
09-11-2022,2,25.5,357,0,0,18.74,28.9,30.8,27.1
10-11-2022,3,33,20,0,0,19.12,28.7,33,25.3
11-11-2022,3,30.7,19,0,0,19.03,28.1,31.6,24.9
12-11-2022,3,31.1,14,0,0,19.04,28.8,33,25.9
13-11-2022,0,24,17,0,0,19.08,28.9,33.4,25.4
14-11-2022,0,19.9,2,0,0,18.51,29.9,32.1,26.7
15-11-2022,0,22.6,355,0,0,18.47,29.7,31.3,27.9
16-11-2022,0,24.8,2,0,0,18.63,29.1,32.5,26.7
17-11-2022,0,27.1,7,0,0,18.67,27.7,31,24.2
18-11-2022,0,29.6,12,0,0,18.75,26.3,30,23.2
19-11-2022,0,27.7,21,0,0,18.61,26.4,31.2,23.4
20-11-2022,0,31.7,17,0,0,18.68,24.8,28.2,22.3
21-11-2022,3,27.5,9,0,0,18.64,24.7,27.7,21.7
22-11-2022,3,24.9,358,0,0,17.89,26.1,27.9,22.4
23-11-2022,3,24.4,358,0,0,17.31,27.1,29.2,24.6
24-11-2022,3,21.4,353,0,0,17.54,27.7,29.1,25.6
25-11-2022,3,16.3,355,0,0,17.01,29.4,30.6,26.8
26-11-2022,0,17.4,348,0,0,16.95,30.4,33.2,29
27-11-2022,2,18.6,341,0,0,16.87,29.5,30.8,27.7
28-11-2022,3,22.2,342,0,0,17.42,27.4,28.5,26.2
29-11-2022,3,20.9,348,0,0,17.4,27.8,30,25.5
30-11-2022,3,17.9,4,0,0,17.26,29.1,30.8,26.5
01-12-2022,3,22.3,9,0,0,17.19,27.8,30.8,25.4
02-12-2022,1,20.6,9,0,0,17.55,27.5,30.2,24.5
03-12-2022,2,22.9,351,0,0,16.82,28.3,29.9,25.9
04-12-2022,3,17.4,354,0,0,15.57,30.1,31.8,28
05-12-2022,3,20.8,352,0,0,16.08,30.1,31.3,28.9
06-12-2022,1,22.9,350,0,0,16.34,30,31.9,28.5
07-12-2022,3,27.8,357,0,0,16.92,29,30.9,27.6
08-12-2022,3,27.2,7,0,0,16.78,27.7,30,25.7
09-12-2022,3,28.3,15,0,0,17.81,25.2,28.5,21.8
10-12-2022,3,27.8,11,0,0,17.74,25.6,28.7,22.4
11-12-2022,3,23.2,359,0,0,16.5,27.6,29.4,24.5
12-12-2022,3,20.6,4,0,0,15.24,30.1,32.7,27.5
13-12-2022,3,24.1,22,0,0,14.47,30.5,32.9,28.9
14-12-2022,3,16.5,33,0,0,14.36,30.7,33,28.7
15-12-2022,3,15.4,355,0,0,14.87,30.9,32.8,29
16-12-2022,0,19.4,356,0,0,16.25,30.7,33.4,28.7
17-12-2022,3,22.9,354,0,0,15.42,30.8,32.6,28.8
18-12-2022,3,30.6,360,0,0,16.1,30.2,32.7,28.9
19-12-2022,3,31.3,2,0,0,16.42,28.7,30,26.7
20-12-2022,3,24.5,356,0,0,16.69,27.8,29.5,25.2
21-12-2022,1,23.8,357,0,0,16.91,28,29.9,24.5
22-12-2022,0,25.4,345,0,0,16.7,28.1,29.9,26.1
23-12-2022,1,30.4,346,0,0,16.82,25.7,27.9,23.6
24-12-2022,3,29.5,355,0,0,17.26,22.6,23.8,20.4
25-12-2022,0,18.7,343,0,0,17.35,24.3,25.5,22.8
26-12-2022,0,24.2,353,0,0,16.94,25,26.7,23.1
27-12-2022,0,27.1,352,0,0,16.46,25.7,27,24.1
28-12-2022,0,24.2,347,0,0,16.83,26.3,27.5,24.6
29-12-2022,0,25.3,345,0,0,16.79,26.9,28.6,25.2
30-12-2022,0,26.6,348,0,0,16.91,26.5,27.7,25.2
31-12-2022,3,31.1,348,0,0,16.96,24.5,26.2,22.1
01-01-2023,3,29.1,351,0,0,17.42,23.6,24.7,22.1
02-01-2023,0,26.4,353,0,0,17.23,24.7,26.3,21.9
03-01-2023,3,27.9,347,0,0,17.16,24.6,25.9,23
04-01-2023,1,25,355,0,0,17.01,25.4,27,22.9
05-01-2023,2,18.3,356,0,0,16.74,26.8,28.4,24.9
06-01-2023,2,23.3,353,0,0,15.88,27.5,30.9,25.6
07-01-2023,1,22.9,2,0,0,15.13,27.7,31.3,25.9
08-01-2023,0,29.5,6,0,0,17.03,26.2,29.9,23.4
09-01-2023,0,29.8,2,0,0,17.71,24.5,27.1,22.1
10-01-2023,0,27.6,360,0,0,18.13,24.6,26.9,21.2
11-01-2023,0,24.3,353,0,0,17.98,24.5,26,22.2
12-01-2023,51,26.9,339,0.1,0.1,18.04,24.6,26.1,22.5
13-01-2023,1,31.1,355,0,0,17.72,22.5,25.2,19.5
14-01-2023,3,32.9,353,0,0,18.14,20.4,22,19.4
15-01-2023,2,29.1,345,0,0,18.21,21.8,23.9,19.3
16-01-2023,2,25.5,350,0,0,18.41,22.4,23.7,21.4
17-01-2023,1,23.2,347,0,0,18.35,23.5,24.4,22.1
18-01-2023,3,20.1,345,0,0,18.75,24.3,26.1,21.5
19-01-2023,1,17.9,343,0,0,18.41,25.1,26.4,23.3
20-01-2023,2,24,344,0,0,18.36,24.5,26.3,22.4
21-01-2023,1,28,345,0,0,18.39,23.2,24.3,22.2
22-01-2023,0,34.9,351,0,0,18.41,21.2,23,20.2
23-01-2023,0,34.8,346,0,0,18.55,20.5,21.7,19.6
24-01-2023,2,34.2,346,0,0,18.35,20.1,21,19
25-01-2023,3,39,349,0,0,18.23,19.5,20.4,18
26-01-2023,3,30.5,349,0,0,18.31,22.1,24.4,19.1
27-01-2023,0,20.7,343,0,0,18.28,26.2,29,23.4
28-01-2023,1,24.3,229,0,0,19,27.2,28.8,25.1
29-01-2023,53,20.6,318,1.7,1.7,16.24,25.8,28.1,24.6
30-01-2023,3,31.2,343,0,0,18.65,24,25.1,23
31-01-2023,1,33.1,353,0,0,18.76,24.8,27.1,23.1
01-02-2023,3,34,29,0,0,18.21,26.5,30.3,24.7
02-02-2023,2,31,11,0,0,18.84,26.5,31.3,24.7
03-02-2023,3,28.3,349,0,0,19.62,25.8,28.1,24.5
04-02-2023,1,25.3,341,0,0,20.03,25.6,26.6,23.6
05-02-2023,2,17.6,333,0,0,20.24,26.2,27.4,24.4
06-02-2023,3,26,343,0,0,20.52,25.5,26.7,23.8
07-02-2023,3,27.6,345,0,0,20.51,25.2,26.9,23.2
08-02-2023,3,28.9,347,0,0,20.49,25.4,27.2,23.3
09-02-2023,3,28.9,344,0,0,20.77,26.4,29.1,24.4
10-02-2023,2,28.1,341,0,0,20.9,25.5,27.1,24.2
11-02-2023,0,29.9,346,0,0,21.19,25.1,27.5,24.1
12-02-2023,0,34.4,3,0,0,21.31,24.8,26.7,22.7
13-02-2023,2,36.7,355,0,0,21.46,25.9,28.7,24.3
14-02-2023,1,25.7,355,0,0,21.7,26.2,28.3,23.3
15-02-2023,0,27.4,3,0,0,21.88,26.2,28.6,23.4
16-02-2023,0,35.3,5,0,0,21.89,26,29.3,23.4
17-02-2023,0,36.8,357,0,0,21.97,26.1,29,23.7
18-02-2023,0,29.9,353,0,0,22.41,26.7,28.7,23.5
19-02-2023,0,25.2,327,0,0,22.26,27.6,31.4,23.8
20-02-2023,0,21.7,311,0,0,21.99,28.8,29.5,27.9
21-02-2023,3,26.8,337,0,0,22.15,27.5,28.8,26
22-02-2023,3,29.7,339,0,0,21.78,26.4,27.5,25.1
23-02-2023,0,30.6,342,0,0,22.49,26.5,28.3,24
24-02-2023,0,33.3,346,0,0,22.43,27,29.1,25.2
25-02-2023,3,31.3,345,0,0,22.36,27.1,29,25.4
26-02-2023,0,32.4,348,0,0,22.67,26.8,29.1,24.3
27-02-2023,0,26.6,340,0,0,22.62,27.6,29.7,25.2
28-02-2023,0,24.2,338,0,0,22.65,27.4,29.5,24.7
01-03-2023,0,26.1,344,0,0,22.58,27.9,30.1,25.2
02-03-2023,0,23.9,344,0,0,22.38,29.2,31.7,26.4
03-03-2023,0,26,326,0,0,22.58,30,32.1,28.1
04-03-2023,3,23,319,0,0,22.37,30.6,32.7,29.1
05-03-2023,3,22.3,340,0,0,20.29,30.9,32.6,28.6
06-03-2023,3,29.8,29,0,0,21.03,29.5,34.5,24.7
07-03-2023,3,26.7,52,0,0,21.56,30,33.5,24.5
08-03-2023,1,26.7,349,0,0,22.69,29.1,31.7,26.3
09-03-2023,2,33.5,352,0,0,22.65,28.5,33.2,25.5
10-03-2023,1,32,347,0,0,23.1,28.2,30.7,25.1
11-03-2023,0,24.6,349,0,0,22.23,29.5,32,26.1
12-03-2023,3,21.6,353,0,0,20.32,30.7,34.2,27.6
